system:index,date,salinity_psu,sea_surface_elevation_m,sst_c,surface_pressure_c1,surface_pressure_c2,temperature_2m_c1,temperature_2m_c2,total_evaporation_c1,total_evaporation_c2,total_precipitation_c1,total_precipitation_c2,wind_u_c1,wind_u_c2,wind_v_c1,wind_v_c2,.geo
81,2001-10,36.22528214137539,-0.10676570117207758,27.575860595703148,101361.9754763223,101361.9754763223,299.7223317444871,299.7223317444871,-0.06977419617253527,-0.06977419617253527,0.05739734392371448,0.05739734392371448,-2.846890734670476,-2.846890734670476,-1.7234029333482594,-1.7234029333482594,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2001-11,36.276389884780286,-0.06900669882100752,25.975183105468773,101475.78075591127,101475.78075591127,297.9607066591217,297.9607066591217,-0.058707843102939895,-0.058707843102939895,0.052650520170417874,0.052650520170417874,-2.6185117804515623,-2.6185117804515623,-1.2895734103681207,-1.2895734103681207,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2001-12,36.308934381806864,-0.15319944767140342,25.14847717285158,101475.7664687674,101475.7664687674,297.58048679161084,297.58048679161084,-0.029851037063827794,-0.029851037063827794,0.048279037384234655,0.048279037384234655,-2.532223332162903,-2.532223332162903,-1.3710255154992588,-1.3710255154992588,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2002-01,36.3580133933202,-0.24181172855512925,23.76739654541018,101660.45301445435,101660.45301445435,296.6119992999306,296.6119992999306,-0.039651832076504044,-0.039651832076504044,0.020593418082743505,0.020593418082743505,-2.030032465980906,-2.030032465980906,-0.7015128959793654,-0.7015128959793654,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2002-02,36.38649184657787,-0.18109952055581077,24.292398071289085,101671.09437815074,101671.09437815074,296.63900294069015,296.63900294069015,-0.05342790253615243,-0.05342790253615243,0.08232690954749865,0.08232690954749865,-2.1848468260372833,-2.1848468260372833,-1.4229496263097463,-1.4229496263097463,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2002-03,36.44789317757493,-0.21674376361373304,24.409043884277363,101429.02752813333,101429.02752813333,298.7020872236137,298.7020872236137,-0.045748751039717477,-0.045748751039717477,0.015464161457447173,0.015464161457447173,-3.0878015954428992,-3.0878015954428992,-0.5321288903644588,-0.5321288903644588,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2002-04,36.4761504421222,-0.24597987674169353,26.242662048339866,101339.6527951872,101339.6527951872,301.14236715427296,301.14236715427296,-0.010874800899404905,-0.010874800899404905,0.002827397415350323,0.002827397415350323,-3.415788442765385,-3.415788442765385,-0.8578724965741845,-0.8578724965741845,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2002-05,36.45688239031221,-0.27790399076859246,26.265657043457058,101164.99895543641,101164.99895543641,301.61077449265395,301.61077449265395,-0.02591033650554949,-0.02591033650554949,0.030303262630932238,0.030303262630932238,-3.1770601276195123,-3.1770601276195123,-1.3109290790597017,-1.3109290790597017,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2002-06,36.23221114683816,-0.20718678992497325,27.30897674560549,101139.5495770811,101139.5495770811,300.7597456560727,300.7597456560727,-0.08922930391634609,-0.08922930391634609,0.13560057310051854,0.13560057310051854,-2.4787094519747725,-2.4787094519747725,-0.1310535401216685,-0.1310535401216685,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2002-07,36.34239696348928,-0.29527826470283175,27.484475708007835,101451.75319336743,101451.75319336743,301.63904638414414,301.63904638414414,-0.06278168602888225,-0.06278168602888225,0.029106928829884752,0.029106928829884752,-2.9445078336180326,-2.9445078336180326,-0.8999920514794391,-0.8999920514794391,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2002-08,36.40336648169277,-0.17377384348096672,28.27061614990237,101314.29898468271,101314.29898468271,301.89705779624524,301.89705779624524,-0.04100185025787796,-0.04100185025787796,0.03700575811800676,0.03700575811800676,-2.433140143564441,-2.433140143564441,-1.0361436626904474,-1.0361436626904474,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2002-09,36.22654462754556,-0.0022724410503751347,28.49292907714846,100761.96323366386,100761.96323366386,300.4065654161336,300.4065654161336,-0.13148627477668826,-0.13148627477668826,0.41912718435782886,0.41912718435782886,-0.7702570339732089,-0.7702570339732089,-0.5523100901511292,-0.5523100901511292,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2002-10,35.766363551498806,-0.05540675241157556,27.99529418945315,101159.72747576986,101159.72747576986,299.9347809443354,299.9347809443354,-0.11216058029670839,-0.11216058029670839,0.03550176565912885,0.03550176565912885,-2.2937815443129486,-2.2937815443129486,-0.546885368804833,-0.546885368804833,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2002-11,35.98695858788853,-0.1735484056806003,26.433892822265648,101560.67727349182,101560.67727349182,298.2704083642717,298.2704083642717,-0.057965341703484004,-0.057965341703484004,0.017106861323067293,0.017106861323067293,-2.190658181158097,-2.190658181158097,-1.4420440626244226,-1.4420440626244226,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2002-12,36.32829716834353,-0.24760443678041694,24.09797821044924,101614.54377562791,101614.54377562791,296.5275311570467,296.5275311570467,-0.04628832736283843,-0.04628832736283843,0.028882491407375185,0.028882491407375185,-2.3896137560484467,-2.3896137560484467,-1.31999670448596,-1.31999670448596,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2003-01,36.35810231044497,-0.292454517166269,22.564424133300804,101952.8940331229,101952.8940331229,294.2751159832816,294.2751159832816,-0.028813101241037673,-0.028813101241037673,0.012398022279990348,0.012398022279990348,-2.4412056964626125,-2.4412056964626125,-2.6600070253286647,-2.6600070253286647,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2003-02,36.449822462103825,-0.2591793752870924,23.495805358886745,101351.30906669135,101351.30906669135,298.00368626060686,298.00368626060686,-0.017499737162372627,-0.017499737162372627,0.004529624768332067,0.004529624768332067,-2.3474027112344515,-2.3474027112344515,-0.5339804480254762,-0.5339804480254762,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2003-03,36.56848643812883,-0.23364234778549953,26.015504455566425,100998.68524578074,100998.68524578074,300.0786331722044,300.0786331722044,-0.021487898841190605,-0.021487898841190605,0.016576308076727664,0.016576308076727664,-1.5475199621364752,-1.5475199621364752,-0.7369844171060834,-0.7369844171060834,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2003-04,36.50688199356913,-0.26789005894962487,25.301324462890644,101226.40010483962,101226.40010483962,299.8190278522342,299.8190278522342,-0.02212451999451323,-0.02212451999451323,0.01198522263251773,0.01198522263251773,-2.9412039667425076,-2.9412039667425076,-0.764284315097961,-0.764284315097961,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2003-05,36.48687130484391,-0.27416947152784993,27.1946960449219,101067.09987573301,101067.09987573301,302.9040681741269,302.9040681741269,-0.01717659819696666,-0.01717659819696666,0.01751946260575131,0.01751946260575131,-3.0763127343421717,-3.0763127343421717,-0.008364763146812967,-0.008364763146812967,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2003-06,36.3620595659164,-0.26479634244372996,27.71930084228518,100994.62101146026,100994.62101146026,302.0831171418713,302.0831171418713,-0.06511979966971256,-0.06511979966971256,0.09146301762643055,0.09146301762643055,-2.6183022720268574,-2.6183022720268574,0.41060802806618524,0.41060802806618524,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2003-07,36.30978304895758,-0.24815478166165345,27.232583618164085,101421.1013571657,101421.1013571657,301.18911173131005,301.18911173131005,-0.07019359055596856,-0.07019359055596856,0.04649310306882001,0.04649310306882001,-2.6978635623625355,-2.6978635623625355,-0.783500885674206,-0.783500885674206,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2003-08,36.32477904263044,-0.243141051239498,28.215440368652366,101333.43504501217,101333.43504501217,301.73940040725256,301.73940040725256,-0.049496967586589946,-0.049496967586589946,0.052958112533812725,0.052958112533812725,-2.4539225985163955,-2.4539225985163955,-1.0295516821011113,-1.0295516821011113,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2003-09,36.32546426848875,-0.16146389335476957,28.431504821777366,101119.29806708774,101119.29806708774,301.32483688113547,301.32483688113547,-0.05482498708457624,-0.05482498708457624,0.050366278805036774,0.050366278805036774,-2.2385345910347683,-2.2385345910347683,-0.6134535702822618,-0.6134535702822618,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2003-10,36.3227429986516,-0.026671364485011922,28.19120178222658,101158.40777203682,101158.40777203682,300.39713484689014,300.39713484689014,-0.05133271048140066,-0.05133271048140066,0.047008622849128975,0.047008622849128975,-2.471693507065362,-2.471693507065362,-1.1528261874763215,-1.1528261874763215,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2003-11,36.36737000267953,-0.11561517952840303,26.82238922119143,101459.46131864055,101459.46131864055,298.94782405910144,298.94782405910144,-0.03667229318754454,-0.03667229318754454,0.042153263648623866,0.042153263648623866,-2.9606259384219094,-2.9606259384219094,-1.9874770023469004,-1.9874770023469004,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2003-12,36.34348890156623,-0.21559629447152787,24.134027099609394,101754.92358544639,101754.92358544639,295.45724063437603,295.45724063437603,-0.021259469187786643,-0.021259469187786643,0.011706282084276954,0.011706282084276954,-1.9703340855821634,-1.9703340855821634,-2.293845034844106,-2.293845034844106,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2004-01,36.35395711025827,-0.22535841717664148,23.443688964843776,101664.05466808325,101664.05466808325,296.4007381420401,296.4007381420401,-0.009363984875774648,-0.009363984875774648,0.007852514949062715,0.007852514949062715,-2.772900826952839,-2.772900826952839,-1.541445382911186,-1.541445382911186,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2004-02,36.43526789278191,-0.25647350038806965,23.53503570556643,101555.97909679705,101555.97909679705,297.070141415701,297.070141415701,-0.01707731024140716,-0.01707731024140716,0.015633614799401348,0.015633614799401348,-2.056883437831892,-2.056883437831892,-1.2499892181447079,-1.2499892181447079,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2004-03,36.49481853542164,-0.3355728269889017,24.47819671630862,101592.87624394886,101592.87624394886,299.01248923204355,299.01248923204355,-0.004511986747279095,-0.004511986747279095,0.0036072424988863264,0.0036072424988863264,-3.7272879559098455,-3.7272879559098455,-1.4797068351524938,-1.4797068351524938,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2004-04,36.45959963826367,-0.3219100884244374,25.1199890136719,101317.0893686931,101317.0893686931,299.70914088538757,299.70914088538757,-0.014598412292590542,-0.014598412292590542,0.01695106312290517,0.01695106312290517,-2.8204740039472163,-2.8204740039472163,-0.6733039272171634,-0.6733039272171634,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2004-05,36.257772585831354,-0.24904790737475363,26.01081237792971,101319.15002191796,101319.15002191796,300.8804820374687,300.8804820374687,-0.052801958713044085,-0.052801958713044085,0.05514009910704726,0.05514009910704726,-3.2654376175912416,-3.2654376175912416,-0.845238186427167,-0.845238186427167,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2004-06,36.34357913987139,-0.3156875937834941,27.17529449462893,101312.24930828265,101312.24930828265,302.44277113612577,302.44277113612577,-0.04206973401381489,-0.04206973401381489,0.04366489062194477,0.04366489062194477,-3.2933863746448595,-3.2933863746448595,-0.0020939994794245357,-0.0020939994794245357,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2004-07,36.378538157348835,-0.2850167902707188,28.01673278808596,101317.89569395612,101317.89569395612,301.58353926164426,301.58353926164426,-0.04487040917205061,-0.04487040917205061,0.04340773840120126,0.04340773840120126,-2.3746837253303283,-2.3746837253303283,-0.9771340194530452,-0.9771340194530452,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2004-08,36.39798571206307,-0.23786224198734568,28.953462219238304,101314.10321459513,101314.10321459513,302.2207676309302,302.2207676309302,-0.03628236531696927,-0.03628236531696927,0.035734591475284995,0.035734591475284995,-2.172641881196889,-2.172641881196889,-0.8183315650539589,-0.8183315650539589,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2004-09,36.341545176848875,-0.1513961280814577,29.498101806640648,101034.29099836489,101034.29099836489,301.20301834746346,301.20301834746346,-0.06223582572330937,-0.06223582572330937,0.07051242014155716,0.07051242014155716,-1.527667800865361,-1.527667800865361,-1.3584720582585255,-1.3584720582585255,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2004-10,36.31592856031532,-0.12821453946686032,28.412774658203144,101196.77077215843,101196.77077215843,300.685553785976,300.685553785976,-0.05079515032960982,-0.05079515032960982,0.045238894155287084,0.045238894155287084,-2.9480876093275463,-2.9480876093275463,-0.8597190934155269,-0.8597190934155269,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2004-11,36.38061114683816,-0.1491875669882101,26.32184753417971,101489.51540721394,101489.51540721394,299.2590101306637,299.2590101306637,-0.013920815374509315,-0.013920815374509315,0.008840545964597669,0.008840545964597669,-2.708884957284027,-2.708884957284027,-1.3773179536850035,-1.3773179536850035,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2004-12,36.388522858106,-0.18198257442174054,25.072076416015644,101712.56459252966,101712.56459252966,297.0643575612543,297.0643575612543,-0.010486447273000061,-0.010486447273000061,0.010490877162735147,0.010490877162735147,-2.1580609114826053,-2.1580609114826053,-1.674767552902623,-1.674767552902623,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2005-01,36.402415957888195,-0.25362095477647556,23.44232330322268,101809.51570549911,101809.51570549911,296.4715705064904,296.4715705064904,-0.004513010948531618,-0.004513010948531618,0.002641011272136276,0.002641011272136276,-2.80924697361065,-2.80924697361065,-1.5655504065485835,-1.5655504065485835,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2005-02,36.5143002698668,-0.252655862425356,23.574082946777366,101532.55386275375,101532.55386275375,297.4170423915691,297.4170423915691,-0.005378064634845934,-0.005378064634845934,0.007417761225620709,0.007417761225620709,-2.5873379074843794,-2.5873379074843794,-1.4329016397723122,-1.4329016397723122,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2005-03,36.56949467119594,-0.2871318198319676,24.398316955566433,101113.83468668816,101113.83468668816,299.05351288414397,299.05351288414397,-0.010087330513655107,-0.010087330513655107,0.008016751525423636,0.008016751525423636,-1.914276975435261,-1.914276975435261,-0.8108331945275694,-0.8108331945275694,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2005-04,36.56432733118971,-0.27577144962486605,25.37324676513674,101195.30123283596,101195.30123283596,299.85221867085266,299.85221867085266,-0.004576442820289346,-0.004576442820289346,0.0038280099134201146,0.0038280099134201146,-2.6269045013797485,-2.6269045013797485,-1.5935498951675846,-1.5935498951675846,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2005-05,36.51170821232238,-0.2897840084016181,26.80542144775393,101067.97024186297,101067.97024186297,301.20967765360183,301.20967765360183,-0.01904300650612553,-0.01904300650612553,0.02616696783443713,0.02616696783443713,-2.4733296655486385,-2.4733296655486385,-1.4251081606152582,-1.4251081606152582,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2005-06,36.26449076902465,-0.28064212218649526,27.73101959228518,100933.14685603885,100933.14685603885,301.26876083300283,301.26876083300283,-0.07624011835744046,-0.07624011835744046,0.11565132840635758,0.11565132840635758,-2.764380563875869,-2.764380563875869,-0.6355313560905853,-0.6355313560905853,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2005-07,36.17974445078312,-0.23020760294575254,28.153657531738304,101223.61375821858,101223.61375821858,301.23610897031233,301.23610897031233,-0.09353631715788545,-0.09353631715788545,0.0779027224965096,0.0779027224965096,-2.4864409924435704,-2.4864409924435704,-0.6239727089579503,-0.6239727089579503,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2005-08,36.32033179908723,-0.24465663572243548,28.69571075439455,101186.17800498281,101186.17800498281,301.611614398859,301.611614398859,-0.06763603203963092,-0.06763603203963092,0.06513110544920497,0.06513110544920497,-1.8807122105570586,-1.8807122105570586,-0.8464321602881092,-0.8464321602881092,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2005-09,36.33118289121116,-0.13676349142550911,29.608178710937523,101173.29065389808,101173.29065389808,300.9092469374132,300.9092469374132,-0.0889780398027846,-0.0889780398027846,0.09354105689350208,0.09354105689350208,-1.8435274757329645,-1.8435274757329645,-0.7791413727289414,-0.7791413727289414,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2005-10,36.26205196556375,-0.1284556321958303,28.116189575195335,101012.234902972,101012.234902972,298.919377345361,298.919377345361,-0.11516869160523506,-0.11516869160523506,0.16294114986763428,0.16294114986763428,-1.5193253001024705,-1.5193253001024705,-2.958929414770855,-2.958929414770855,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2005-11,36.23901004823151,-0.20907680868167203,25.982324218750023,101512.99793503727,101512.99793503727,297.6837022236883,297.6837022236883,-0.06250095391116559,-0.06250095391116559,0.03173742666957913,0.03173742666957913,-2.2629172011423213,-2.2629172011423213,-2.0994795217532087,-2.0994795217532087,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2005-12,36.28630083756872,-0.21822257805206927,24.70258483886721,101535.26764908854,101535.26764908854,296.9327372008893,296.9327372008893,-0.03930105275319322,-0.03930105275319322,0.025830627548618094,0.025830627548618094,-2.247517252529876,-2.247517252529876,-1.088607865421376,-1.088607865421376,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2006-01,36.35531428275075,-0.31784589254226736,24.155870056152366,101663.15304544731,101663.15304544731,296.68193424468825,296.68193424468825,-0.027127784290083612,-0.027127784290083612,0.01846735659484233,0.01846735659484233,-2.3863391013238227,-2.3863391013238227,-1.4020829333658433,-1.4020829333658433,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2006-02,36.48466837965089,-0.3054369401699587,23.64375457763674,101648.67755683139,101648.67755683139,296.7166747954256,296.7166747954256,-0.013411950729406808,-0.013411950729406808,0.004678657973119161,0.004678657973119161,-2.715502307199618,-2.715502307199618,-1.2647553970712788,-1.2647553970712788,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2006-03,36.49576824240225,-0.2825309355875947,24.63104400634768,101410.90451948464,101410.90451948464,298.73475513189425,298.73475513189425,-0.013584689059376435,-0.013584689059376435,0.009934408987107651,0.009934408987107651,-3.185202495639208,-3.185202495639208,-0.5917202706695046,-0.5917202706695046,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2006-04,36.4538326500536,-0.2934475482315113,25.934487915039085,101188.5409632674,101188.5409632674,300.8331453391069,300.8331453391069,-0.0057092740244090055,-0.0057092740244090055,8.011487811890917E-4,8.011487811890917E-4,-3.022620392804475,-3.022620392804475,-0.8705214469471378,-0.8705214469471378,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2006-05,36.39324496940151,-0.29400609376620684,26.26226959228518,101137.84439832477,101137.84439832477,301.0289257993251,301.0289257993251,-0.039450676785011074,-0.039450676785011074,0.05546326372802955,0.05546326372802955,-2.833749967318396,-2.833749967318396,-0.5787412847118796,-0.5787412847118796,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2006-06,36.32756279474814,-0.2984761254019293,27.278375244140644,101202.6369341872,101202.6369341872,300.76369507029517,300.76369507029517,-0.06935490601259443,-0.06935490601259443,0.06636171251549927,0.06636171251549927,-2.1314829493216565,-2.1314829493216565,-1.4651312056858994,-1.4651312056858994,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2006-07,36.368171714552425,-0.29906560522767356,27.649499511718776,101376.80297421693,101376.80297421693,301.42303164079607,301.42303164079607,-0.06314937726966181,-0.06314937726966181,0.05911353364885893,0.05911353364885893,-2.7243016614691746,-2.7243016614691746,-0.7520305107343019,-0.7520305107343019,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2006-08,36.372681555336584,-0.2801955580333991,28.294679260253933,101255.432317576,101255.432317576,301.05614838524394,301.05614838524394,-0.07999707295225722,-0.07999707295225722,0.09010129148591518,0.09010129148591518,-2.568330947244553,-2.568330947244553,-0.8529622507425313,-0.8529622507425313,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2006-09,36.31087637995713,-0.19999772240085747,28.790948486328148,101194.71791539268,101194.71791539268,301.4331064864581,301.4331064864581,-0.06083529301620194,-0.06083529301620194,0.05046910818892026,0.05046910818892026,-2.2716780183376017,-2.2716780183376017,-0.4537827298620772,-0.4537827298620772,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2006-10,36.36372392645991,-0.1517034669640079,28.010957336425804,101140.5089726839,101140.5089726839,300.8856367809489,300.8856367809489,-0.05122012658128018,-0.05122012658128018,0.05181338092957256,0.05181338092957256,-2.847217278858759,-2.847217278858759,-1.0682643177472022,-1.0682643177472022,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2006-11,36.40947596463023,-0.18212187834941046,26.235429382324245,101427.19981394468,101427.19981394468,297.85977002454746,297.85977002454746,-0.035052132706494765,-0.035052132706494765,0.030347694678693433,0.030347694678693433,-1.9991665976485469,-1.9991665976485469,-2.040600861956626,-2.040600861956626,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2006-12,36.30992884555544,-0.22412126594751586,24.280801391601585,101654.7298198074,101654.7298198074,297.22747091178337,297.22747091178337,-0.02746781093429598,-0.02746781093429598,0.027854616578567668,0.027854616578567668,-2.105410368661507,-2.105410368661507,-1.6359166337749442,-1.6359166337749442,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,2007-01,36.25890309615186,-0.2192763717456696,24.420777893066433,101625.4235698229,101625.4235698229,297.8123225273158,297.8123225273158,-0.02712737544176968,-0.02712737544176968,0.027294116359202557,0.027294116359202557,-2.825131658722098,-2.825131658722098,-1.096229987557922,-1.096229987557922,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2007-02,36.329416929834636,-0.29505154742765277,24.221772766113304,101463.89093756198,101463.89093756198,296.989102227404,296.989102227404,-0.04467836666429712,-0.04467836666429712,0.05108642760020034,0.05108642760020034,-2.4126981590418377,-2.4126981590418377,-0.8288158728996828,-0.8288158728996828,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2007-03,36.47525704024479,-0.3379259672233171,24.78833160400393,101490.41134027945,101490.41134027945,298.4915572085466,298.4915572085466,-0.02641864879796227,-0.02641864879796227,0.017028410707414492,0.017028410707414492,-3.162235842514706,-3.162235842514706,-1.4938730326248169,-1.4938730326248169,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2007-04,36.4654744908896,-0.29036603697749197,25.18251190185549,101209.33587624812,101209.33587624812,299.7591865432435,299.7591865432435,-0.010297649673521831,-0.010297649673521831,0.008797816303094846,0.008797816303094846,-2.609597767415073,-2.609597767415073,-1.2338592310534227,-1.2338592310534227,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2007-05,36.434524647339494,-0.29282604242298527,26.138223266601585,101154.50507098326,101154.50507098326,300.51653254964845,300.51653254964845,-0.013359084179183366,-0.013359084179183366,0.015963413637283506,0.015963413637283506,-2.7511757711906983,-2.7511757711906983,-1.8557470927443867,-1.8557470927443867,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,2007-06,36.43488322615219,-0.25842301714898186,27.36696777343752,101153.16345943414,101153.16345943414,301.9276515260191,301.9276515260191,-0.025174087362889452,-0.025174087362889452,0.025042659934904964,0.025042659934904964,-2.9087930564385585,-2.9087930564385585,-0.7810587923366535,-0.7810587923366535,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,2007-07,36.38145537288664,-0.31503929830930405,27.51101074218752,101304.02419099431,101304.02419099431,302.4777356456785,302.4777356456785,-0.029506488781266223,-0.029506488781266223,0.027960815729695696,0.027960815729695696,-3.036842795873297,-3.036842795873297,-0.765582166348665,-0.765582166348665,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2007-08,36.33558292708226,-0.26192686184005814,27.513963317871116,101139.54822474676,101139.54822474676,301.25545680009736,301.25545680009736,-0.058524338776516666,-0.058524338776516666,0.08039556774731506,0.08039556774731506,-2.7127791775749506,-2.7127791775749506,-0.8556105480572574,-0.8556105480572574,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2007-09,36.27138035905682,-0.18149017952840307,28.149385070800808,101218.00423477667,101218.00423477667,300.37860555662644,300.37860555662644,-0.08346574272148181,-0.08346574272148181,0.1261912570970155,0.1261912570970155,-2.2806935852052,-2.2806935852052,-0.6097199530401992,-0.6097199530401992,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,2007-10,36.2616594362618,-0.07906626646613422,28.252839660644554,100975.70722173437,100975.70722173437,299.4865358007256,299.4865358007256,-0.11081381543634926,-0.11081381543634926,0.11750856207428241,0.11750856207428241,-1.6727028105228243,-1.6727028105228243,-1.5934459284931828,-1.5934459284931828,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2007-11,36.36539517684887,-0.1897688906752412,26.322412109375026,101577.58093638113,101577.58093638113,297.8646374648746,297.8646374648746,-0.0501117379893065,-0.0501117379893065,0.012899212928073736,0.012899212928073736,-2.8674332701036866,-2.8674332701036866,-2.2169562224296495,-2.2169562224296495,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,2007-12,36.38016695622861,-0.21864153096151853,25.609811401367214,101576.35151602383,101576.35151602383,297.86484048173514,297.86484048173514,-0.01945360885902205,-0.01945360885902205,0.004365623997353692,0.004365623997353692,-2.254317506424649,-2.254317506424649,-0.9670053269584145,-0.9670053269584145,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2008-01,36.33527125038897,-0.2540795690281092,24.193971252441425,101682.3010850724,101682.3010850724,296.53912980191114,296.53912980191114,-0.02821970892713843,-0.02821970892713843,0.024640443190959867,0.024640443190959867,-2.9185895174786327,-2.9185895174786327,-1.461265895043366,-1.461265895043366,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2008-02,36.39461933141146,-0.2712669641867169,24.80909881591799,101468.86589056459,101468.86589056459,298.1632968737194,298.1632968737194,-0.03976880184723462,-0.03976880184723462,0.04384852519653366,0.04384852519653366,-2.6777669094223926,-2.6777669094223926,-0.10976385785830287,-0.10976385785830287,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2008-03,36.500676433979876,-0.28822562493517273,24.59583435058596,101423.04265880646,101423.04265880646,298.0270419542359,298.0270419542359,-0.03064393044284382,-0.03064393044284382,0.02318295382460311,0.02318295382460311,-2.665556879591471,-2.665556879591471,-0.8257167880836487,-0.8257167880836487,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2008-04,36.462750415326916,-0.3238373928188639,25.701997375488304,101206.41780214634,101206.41780214634,299.9479539280074,299.9479539280074,-0.013403263712297256,-0.013403263712297256,0.007512029813549073,0.007512029813549073,-3.1247154108111315,-3.1247154108111315,-0.5438854612196902,-0.5438854612196902,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,2008-05,36.43953859817447,-0.26368272222798467,26.599664306640648,100953.73657173046,100953.73657173046,301.9733673925052,301.9733673925052,-0.021179879955519627,-0.021179879955519627,0.025323246468880345,0.025323246468880345,-3.0419608533490576,-3.0419608533490576,-0.10176935817851784,-0.10176935817851784,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2008-06,36.401810664523055,-0.29184067524115753,26.60138854980471,101264.79908858932,101264.79908858932,300.4625354587094,300.4625354587094,-0.07472783050100622,-0.07472783050100622,0.0859345263424998,0.0859345263424998,-3.2790945829670797,-3.2790945829670797,-0.13979332236029512,-0.13979332236029512,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2008-07,36.37039949175397,-0.2503174463229956,26.99854431152346,101314.46316572664,101314.46316572664,300.9687999017651,300.9687999017651,-0.07420868737122494,-0.07420868737122494,0.07758313913386604,0.07758313913386604,-2.924797440345275,-2.924797440345275,-0.29321770555117693,-0.29321770555117693,"{""type"":""MultiPoint"",""coordinates"":[]}"
